errorCode	errorNum         errorMsg
1462	ORA-06019     NETASY     invalid login (connect) string
1463	ORA-06020     NETASY     initialisation failure
1464	ORA-06021     NETASY     connect failed
1465	ORA-06022     NETASY     channel open failure
1466	ORA-06023     NETASY     port open failure
1467	ORA-06024     NETASY     VTM error
1468	ORA-06025     NETASY     Configuration error
1469	ORA-06026     NETASY     port close failure
1470	ORA-06027     NETASY     channel close failure
1471	ORA-06028     NETASY     unable to intialise for logging
1472	ORA-06029     NETASY     port assignment failure
1473	ORA-06030     NETDNT     connect failed, unrecognized node name
1474	ORA-06031     NETDNT     connect failed, unrecognized object name
1475	ORA-06032     NETDNT     connect failed, access control data rejected
1476	ORA-06033     NETDNT     connect failed, partner rejected connection
1477	ORA-06034     NETDNT     connect failed, partner exited unexpectedly
1478	ORA-06035     NETDNT     connect failed, insufficient resources
1479	ORA-06036     NETDNT     connect failed, no response from object
1480	ORA-06037     NETDNT     connect failed, node unreachable
1481	ORA-06038     NETDNT     connect failed, network driver not loaded
1482	ORA-06039     NETDNT     connect failed
1483	ORA-06040     NETDNT     invalid login (connect) string
1484	ORA-06041     NETDNT     disconnect failed
1485	ORA-06042     NETDNT     message receive failure
1486	ORA-06043     NETDNT     message send failure
1487	ORA-06044     NETDNT     connect failed, byte count quota exceeded
1488	ORA-06102     NETTCP     cannot allocate context area
1489	ORA-06105     NETTCP     remote host is unknown
1490	ORA-06106     NETTCP     socket creation failure
1491	ORA-06107     NETTCP     ORACLE network server not found
1492	ORA-06108     NETTCP     connect to host failed
1493	ORA-06109     NETTCP     message receive failure
1494	ORA-06110     NETTCP     message send failure
1495	ORA-06111     NETTCP     disconnect failure
1496	ORA-06112     NETTCP     invalid buffer size
1497	ORA-06113     NETTCP     Too many connections
1498	ORA-06114     NETTCP     SID lookup failure
1499	ORA-06115     NETTCP     unable to create ORACLE logicals
1500	ORA-06116     NETTCP     unable to create ORASRV process
1501	ORA-06117     NETTCP     unable to create ORASRV     quota exceeded
1502	ORA-06118     NETTCP     unable to complete handshake with ORASRV
1503	ORA-06119     NETTCP     spurious client request
1504	ORA-06120     NETTCP     network driver not loaded
1505	ORA-06121     NETTCP     access failure
1506	ORA-06122     NETTCP     setup failure
1507	ORA-06123     NETTCP     cannot set KEEPALIVE
1508	ORA-06124     NETTCP     timeout waiting for ORASRV
1509	ORA-06125     NETTCP     ORASRV exited unexpectedly
1510	ORA-06126     NETTCP     ORASRV unable to open network connection
1511	ORA-06127     NETTCP     unable to change username
1512	ORA-01779     cannot modify a column which maps to a non key-preserved table
1513	ORA-01780     string literal required
1514	ORA-01781     UNRECOVERABLE cannot be specified without AS SELECT
1515	ORA-01782     UNRECOVERABLE cannot be specified for a cluster or clustered table
1516	ORA-01783     only one RECOVERABLE or UNRECOVERABLE clause may be specified
1517	ORA-01784     RECOVERABLE cannot be specified with database media recovery disabled
1518	ORA-01785     ORDER BY item must be the number of a SELECT-list expression
1519	ORA-01786     FOR UPDATE of this query expression is not allowed
1520	ORA-01787     only one clause allowed per query block
1521	ORA-01788     CONNECT BY clause required in this query block
1522	ORA-01789     query block has incorrect number of result columns
1523	ORA-01790     expression must have same datatype as corresponding expression
1524	ORA-01791     not a SELECTed expression
1525	ORA-01792     maximum number of columns in a table or view is 1000
1526	ORA-01793     maximum number of index columns is 32
1527	ORA-01794     maximum number of cluster columns is 32
1528	ORA-01795     maximum number of expressions in a list is 1000
1529	ORA-01796     this operator cannot be used with lists
1530	ORA-01797     this operator must be followed by ANY or ALL
1531	ORA-01798     missing EXCEPTION keyword
1532	ORA-01799     a column may not be outer-joined to a subquery
1533	ORA-01800     a literal in the date format was too large to process
1534	ORA-01801     date format is too long for internal buffer
1535	ORA-01802     Julian date is out of range
1536	ORA-01803     failure in getting date/time
1537	ORA-01804     failure to initialize timezone information
1538	ORA-01810     format code appears twice
1539	ORA-01811     Julian date precludes use of day of year
1540	ORA-01812     year may only be specified once
1541	ORA-01813     hour may only be specified once
1542	ORA-01814     AM/PM conflicts with use of A.M./P.M.
1543	ORA-01815     BC/AD conflicts with use of B.C./A.D.
1544	ORA-01816     month may only be specified once
1545	ORA-01817     day of week may only be specified once
1546	ORA-01818     'HH24' precludes use of meridian indicator
1547	ORA-01819     signed year precludes use of BC/AD
1548	ORA-01820     format code cannot appear in date input format
1549	ORA-01821     date format not recognized
1550	ORA-01822     era format code is not valid with this calendar
1551	ORA-01830     date format picture ends before converting entire input string
1552	ORA-01831     year conflicts with Julian date
1553	ORA-01832     day of year conflicts with Julian date
1554	ORA-01833     month conflicts with Julian date
1555	ORA-01834     day of month conflicts with Julian date
1556	ORA-01835     day of week conflicts with Julian date
1557	ORA-01836     hour conflicts with seconds in day
1558	ORA-01837     minutes of hour conflicts with seconds in day
1559	ORA-01838     seconds of minute conflicts with seconds in day
1560	ORA-01839     date not valid for month specified
1561	ORA-01840     input value not long enough for date format
1562	ORA-01841     (full) year must be between -4713 and +9999, and not be 0
1563	ORA-01842     quarter must be between 1 and 4
1564	ORA-01843     not a valid month
1565	ORA-01844     week of year must be between 1 and 52
1566	ORA-01845     week of month must be between 1 and 5
1567	ORA-01846     not a valid day of the week
1568	ORA-01847     day of month must be between 1 and last day of month
1569	ORA-01848     day of year must be between 1 and 365 (366 for leap year)
1570	ORA-01849     hour must be between 1 and 12
1571	ORA-01850     hour must be between 0 and 23
1572	ORA-01851     minutes must be between 0 and 59
1573	ORA-01852     seconds must be between 0 and 59
1574	ORA-01853     seconds in day must be between 0 and 86399
1575	ORA-01854     julian date must be between 1 and 5373484
1576	ORA-01855     AM/A.M. or PM/P.M. required
1577	ORA-01856     BC/B.C. or AD/A.D. required
1578	ORA-01857     not a valid time zone
1579	ORA-01858     a non-numeric character was found where a numeric was expected
1580	ORA-01859     a non-alphabetic character was found where an alphabetic was expected
1581	ORA-01860     week of year must be between 1 and 53
1582	ORA-01861     literal does not match format string
1583	ORA-01862     the numeric value does not match the length of the format item
1584	ORA-01863     the year is not supported for the current calendar
1585	ORA-01864     the date is out of range for the current calendar
1586	ORA-01865     not a valid era
1587	ORA-01866     the datetime class is invalid
1588	ORA-01867     the interval is invalid
1589	ORA-01868     the leading precision of the interval is too small
1590	ORA-01869     reserved for future use
1591	ORA-01870     the intervals or datetimes are not mutually comparable
1592	ORA-01871     the number of seconds must be less than 60
1593	ORA-01872     reserved for future use
1594	ORA-01873     the leading precision of the interval is too small
1595	ORA-01874     time zone hour must be between -12 and 14
1596	ORA-01875     time zone minute must be between -59 and 59
1597	ORA-01876     year must be at least -4713
1598	ORA-01877     string is too long for internal buffer
1599	ORA-01878     specified field not found in datetime or interval
1600	ORA-01879     the hh25 field must be between 0 and 24
1601	ORA-01880     the fractional seconds must be between 0 and 999999999
1602	ORA-01881     timezone region id %d is invalid
1603	ORA-01882     timezone region not found
1604	ORA-01883     overlap was disabled during a region transition
1605	ORA-01890     NLS error detected
1606	ORA-01891     Datetime/Interval internal error
1607	ORA-01898     too many precision specifiers
1608	ORA-01899     bad precision specifier
